Budget,Gross,Release Date,Runtime,Rating,Rating Count,Net Profit,ROI,Genre_Frequency,MPAA Rating_G,MPAA Rating_PG,MPAA Rating_PG-13,MPAA Rating_R,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Mystery,Genre_Romance,Genre_Science Fiction,Genre_Thriller,Genre_War,Genre_Western
-0.9719291108280924,206678440.0,12,0.33135395143219254,0.889149910111278,-0.39816338979544924,180678440.0,6.949170769230769,0.1104536489151873,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.9381443962445554,63000000.0,5,-0.33987752574556146,-0.12855990373297083,-0.9177903829656561,35000000.0,1.25,0.1854043392504931,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.8182086594729991,70200000.0,12,-0.6531188817618466,0.09759783267686235,-0.9367093501336697,35100000.0,1.0,0.1854043392504931,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.7692208233268706,266614059.0,4,-0.026636169729276255,-1.1462697175772185,-0.8809209422493407,228614059.0,6.0161594473684215,0.1104536489151873,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7692208233268706,57319029.0,12,-0.47412382118111224,-1.4855063221919689,-0.9212420307185314,19319029.0,0.5083955,0.1854043392504931,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.7354361087433335,176997168.0,7,0.4656002468677434,0.3237555690866955,-0.7901937301102863,136997168.0,3.4249292,0.0315581854043392,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7354361087433335,107198790.0,7,0.33135395143219254,-0.8070331129624694,-0.938046188867764,67198790.0,1.67996975,0.0650887573964497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.7016513941597966,270248367.0,6,1.629068140642517,-0.12855990373297083,-0.720230386100074,228248367.0,5.434484928571429,0.019723865877712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.6678666795762597,368875760.0,8,0.5550977771581106,1.002228778316194,-0.27209409900919906,324875760.0,7.38354,0.0512820512820512,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6509743222844911,195268056.0,12,1.0473341937551301,-0.354717640142804,-0.8391328241004552,150268056.0,3.3392901333333334,0.0315581854043392,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.4482660347832694,159055768.0,10,-0.11613370001964346,-0.2416387719378869,-0.5943389170931808,102055768.0,1.7904520701754385,0.1499013806706114,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.22866538999027905,255000211.0,5,-0.25037999545519424,-0.5808753765526362,-0.7055727908587931,185000211.0,2.642860157142857,0.0512820512820512,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.275991542079925,213928762.0,9,1.629068140642517,2.246096328570276,4.302571224450363,205928762.0,25.74109525,0.0650887573964497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.1577450410375456,107217396.0,2,-1.413847889229968,-0.015481035528053737,-0.23960034422063178,92217396.0,6.1478264,0.1854043392504931,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.1408526837457773,247275374.0,12,-0.47412382118111224,0.4368344372916116,-0.0031831131766368935,231275374.0,14.454710875,0.1854043392504931,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.0394985399951664,189833357.0,11,-0.9216114726329483,-0.5808753765526362,-0.7903207456669699,167833357.0,7.628788954545454,0.0552268244575936,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.0226061827033979,351583407.0,7,-0.7426164120522138,-0.015481035528053737,-0.046552575006232506,328583407.0,14.286235086956522,0.0512820512820512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
